[CityServiceResult{result=48029, methodName='getPopulationOfCountry', inputQuery='Seychelles', clientZone=1, turnaroundTime=175, executionTime=7, waitingTime=88, serverZone=1}]
[CityServiceResult{result=115, methodName='getNumberOfCountries', inputQuery='4 98994', clientZone=2, turnaroundTime=1941, executionTime=0, waitingTime=1771, serverZone=5}]
[CityServiceResult{result=131, methodName='getNumberOfCountries', inputQuery='4 68626', clientZone=2, turnaroundTime=1767, executionTime=0, waitingTime=1687, serverZone=2}]
[CityServiceResult{result=79, methodName='getNumberOfCountries', inputQuery='13 63285', clientZone=5, turnaroundTime=786, executionTime=0, waitingTime=616, serverZone=1}]
[CityServiceResult{result=43, methodName='getNumberOfCountries', inputQuery='21 101578', clientZone=4, turnaroundTime=705, executionTime=0, waitingTime=625, serverZone=4}]
[CityServiceResult{result=96, methodName='getNumberOfCountries', inputQuery='23 21222', clientZone=3, turnaroundTime=1504, executionTime=0, waitingTime=1424, serverZone=3}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='29 25687', clientZone=5, turnaroundTime=1767, executionTime=0, waitingTime=1687, serverZone=5}]
[CityServiceResult{result=43, methodName='getNumberOfCountries', inputQuery='26 71655', clientZone=4, turnaroundTime=786, executionTime=0, waitingTime=706, serverZone=4}]
[CityServiceResult{result=131, methodName='getNumberOfCountries', inputQuery='4 68626', clientZone=2, turnaroundTime=1855, executionTime=0, waitingTime=1775, serverZone=2}]
[CityServiceResult{result=116, methodName='getNumberOfCountries', inputQuery='6 65772', clientZone=4, turnaroundTime=1675, executionTime=0, waitingTime=1505, serverZone=3}]
[CityServiceResult{result=31, methodName='getNumberOfCountries', inputQuery='29 105042', clientZone=5, turnaroundTime=1855, executionTime=0, waitingTime=1775, serverZone=5}]
[CityServiceResult{result=162, methodName='getNumberOfCountries', inputQuery='6 10966', clientZone=1, turnaroundTime=787, executionTime=0, waitingTime=707, serverZone=1}]
[CityServiceResult{result=157, methodName='getNumberOfCountries', inputQuery='2 61854', clientZone=4, turnaroundTime=792, executionTime=0, waitingTime=712, serverZone=4}]
[CityServiceResult{result=98, methodName='getNumberOfCountries', inputQuery='8 63971', clientZone=2, turnaroundTime=1857, executionTime=0, waitingTime=1777, serverZone=2}]
[CityServiceResult{result=118, methodName='getNumberOfCountries', inputQuery='6 62821', clientZone=1, turnaroundTime=1765, executionTime=0, waitingTime=1595, serverZone=3}]
[CityServiceResult{result=115, methodName='getNumberOfCountries', inputQuery='4 97648', clientZone=5, turnaroundTime=1677, executionTime=0, waitingTime=1597, serverZone=5}]
[CityServiceResult{result=79, methodName='getNumberOfCountries', inputQuery='13 63285', clientZone=5, turnaroundTime=967, executionTime=0, waitingTime=797, serverZone=1}]
[CityServiceResult{result=103, methodName='getNumberOfCountries', inputQuery='18 26531', clientZone=4, turnaroundTime=873, executionTime=0, waitingTime=793, serverZone=4}]
[CityServiceResult{result=115, methodName='getNumberOfCountries', inputQuery='4 97648', clientZone=5, turnaroundTime=1766, executionTime=0, waitingTime=1686, serverZone=5}]
[CityServiceResult{result=98, methodName='getNumberOfCountries', inputQuery='8 63971', clientZone=2, turnaroundTime=1948, executionTime=0, waitingTime=1868, serverZone=2}]
[CityServiceResult{result=84, methodName='getNumberOfCountries', inputQuery='19 37001', clientZone=3, turnaroundTime=1589, executionTime=0, waitingTime=1509, serverZone=3}]
[CityServiceResult{result=79, methodName='getNumberOfCountries', inputQuery='13 63285', clientZone=5, turnaroundTime=1056, executionTime=0, waitingTime=886, serverZone=1}]
[CityServiceResult{result=143, methodName='getNumberOfCountries', inputQuery='14 11891', clientZone=2, turnaroundTime=969, executionTime=0, waitingTime=799, serverZone=4}]
[CityServiceResult{result=115, methodName='getNumberOfCountries', inputQuery='4 97648', clientZone=5, turnaroundTime=1772, executionTime=0, waitingTime=1692, serverZone=5}]
[CityServiceResult{result=74, methodName='getNumberOfCountries', inputQuery='20 44989', clientZone=2, turnaroundTime=1855, executionTime=0, waitingTime=1775, serverZone=2}]
[CityServiceResult{result=84, methodName='getNumberOfCountries', inputQuery='19 37001', clientZone=3, turnaroundTime=1675, executionTime=0, waitingTime=1595, serverZone=3}]
[CityServiceResult{result=79, methodName='getNumberOfCountries', inputQuery='13 63285', clientZone=5, turnaroundTime=1139, executionTime=0, waitingTime=969, serverZone=1}]
[CityServiceResult{result=115, methodName='getNumberOfCountries', inputQuery='4 97648', clientZone=5, turnaroundTime=1853, executionTime=0, waitingTime=1773, serverZone=5}]
[CityServiceResult{result=139, methodName='getNumberOfCountries', inputQuery='7 31028', clientZone=2, turnaroundTime=1588, executionTime=0, waitingTime=1508, serverZone=2}]
[CityServiceResult{result=143, methodName='getNumberOfCountries', inputQuery='14 11891', clientZone=2, turnaroundTime=1059, executionTime=0, waitingTime=889, serverZone=4}]
[CityServiceResult{result=84, methodName='getNumberOfCountries', inputQuery='19 37001', clientZone=3, turnaroundTime=1680, executionTime=0, waitingTime=1600, serverZone=3}]
[CityServiceResult{result=162, methodName='getNumberOfCountries', inputQuery='6 10966', clientZone=1, turnaroundTime=1140, executionTime=0, waitingTime=1060, serverZone=1}]
[CityServiceResult{result=134, methodName='getNumberOfCountries', inputQuery='8 28458', clientZone=5, turnaroundTime=1938, executionTime=0, waitingTime=1858, serverZone=5}]
[CityServiceResult{result=68, methodName='getNumberOfCountries', inputQuery='17 62075', clientZone=3, turnaroundTime=1760, executionTime=0, waitingTime=1680, serverZone=3}]
[CityServiceResult{result=54, methodName='getNumberOfCountries', inputQuery='29 47670', clientZone=2, turnaroundTime=1583, executionTime=0, waitingTime=1503, serverZone=2}]
[CityServiceResult{result=143, methodName='getNumberOfCountries', inputQuery='14 11891', clientZone=2, turnaroundTime=1146, executionTime=0, waitingTime=976, serverZone=4}]
[CityServiceResult{result=70, methodName='getNumberOfCountries', inputQuery='21 47862', clientZone=1, turnaroundTime=970, executionTime=0, waitingTime=890, serverZone=1}]
[CityServiceResult{result=37, methodName='getNumberOfCountries', inputQuery='27 93794', clientZone=1, turnaroundTime=2025, executionTime=0, waitingTime=1855, serverZone=5}]
[CityServiceResult{result=80, methodName='getNumberOfCountries', inputQuery='17 47253', clientZone=3, turnaroundTime=790, executionTime=0, waitingTime=620, serverZone=4}]
[CityServiceResult{result=106, methodName='getNumberOfCountries', inputQuery='10 50531', clientZone=2, turnaroundTime=1661, executionTime=0, waitingTime=1581, serverZone=2}]
[CityServiceResult{result=59, methodName='getNumberOfCountries', inputQuery='22 59848', clientZone=5, turnaroundTime=1934, executionTime=0, waitingTime=1764, serverZone=3}]
[CityServiceResult{result=70, methodName='getNumberOfCountries', inputQuery='21 47862', clientZone=1, turnaroundTime=1055, executionTime=0, waitingTime=975, serverZone=1}]
[CityServiceResult{result=154, methodName='getNumberOfCountries', inputQuery='6 20465', clientZone=5, turnaroundTime=1661, executionTime=0, waitingTime=1581, serverZone=5}]
[CityServiceResult{result=106, methodName='getNumberOfCountries', inputQuery='10 50531', clientZone=2, turnaroundTime=1665, executionTime=0, waitingTime=1585, serverZone=2}]
[CityServiceResult{result=83, methodName='getNumberOfCountries', inputQuery='11 68186', clientZone=3, turnaroundTime=1927, executionTime=0, waitingTime=1847, serverZone=3}]
[CityServiceResult{result=105, methodName='getNumberOfCountries', inputQuery='12 37595', clientZone=4, turnaroundTime=700, executionTime=0, waitingTime=620, serverZone=4}]
[CityServiceResult{result=70, methodName='getNumberOfCountries', inputQuery='21 47862', clientZone=1, turnaroundTime=1140, executionTime=0, waitingTime=1060, serverZone=1}]
[CityServiceResult{result=67, methodName='getNumberOfCountries', inputQuery='19 52766', clientZone=5, turnaroundTime=1660, executionTime=0, waitingTime=1580, serverZone=5}]
[CityServiceResult{result=57, methodName='getNumberOfCountries', inputQuery='25 52236', clientZone=3, turnaroundTime=1933, executionTime=0, waitingTime=1853, serverZone=3}]
[CityServiceResult{result=70, methodName='getNumberOfCountries', inputQuery='21 47862', clientZone=1, turnaroundTime=1225, executionTime=0, waitingTime=1145, serverZone=1}]
[CityServiceResult{result=41, methodName='getNumberOfCountries', inputQuery='23 100389', clientZone=3, turnaroundTime=1842, executionTime=0, waitingTime=1672, serverZone=2}]
[CityServiceResult{result=136, methodName='getNumberOfCountries', inputQuery='11 20833', clientZone=4, turnaroundTime=788, executionTime=0, waitingTime=708, serverZone=4}]
[CityServiceResult{result=67, methodName='getNumberOfCountries', inputQuery='19 52766', clientZone=5, turnaroundTime=1742, executionTime=0, waitingTime=1662, serverZone=5}]
[CityServiceResult{result=42, methodName='getNumberOfCountries', inputQuery='30 66759', clientZone=5, turnaroundTime=871, executionTime=0, waitingTime=701, serverZone=4}]
[CityServiceResult{result=91, methodName='getNumberOfCountries', inputQuery='8 79795', clientZone=4, turnaroundTime=2103, executionTime=0, waitingTime=1933, serverZone=3}]
[CityServiceResult{result=67, methodName='getNumberOfCountries', inputQuery='18 55668', clientZone=1, turnaroundTime=1224, executionTime=0, waitingTime=1144, serverZone=1}]
[CityServiceResult{result=82, methodName='getNumberOfCountries', inputQuery='24 28542', clientZone=1, turnaroundTime=1929, executionTime=0, waitingTime=1759, serverZone=2}]
[CityServiceResult{result=91, methodName='getNumberOfCountries', inputQuery='8 79795', clientZone=4, turnaroundTime=2189, executionTime=0, waitingTime=2019, serverZone=3}]
[CityServiceResult{result=144, methodName='getNumberOfCountries', inputQuery='5 33207', clientZone=2, turnaroundTime=1833, executionTime=0, waitingTime=1663, serverZone=5}]
[CityServiceResult{result=124, methodName='getNumberOfCountries', inputQuery='20 13474', clientZone=4, turnaroundTime=605, executionTime=0, waitingTime=525, serverZone=4}]
[CityServiceResult{result=130, methodName='getNumberOfCountries', inputQuery='3 86709', clientZone=1, turnaroundTime=1137, executionTime=0, waitingTime=1057, serverZone=1}]
[CityServiceResult{result=136, methodName='getNumberOfCountries', inputQuery='5 47468', clientZone=5, turnaroundTime=2017, executionTime=0, waitingTime=1847, serverZone=2}]
[CityServiceResult{result=122, methodName='getNumberOfCountries', inputQuery='4 83624', clientZone=3, turnaroundTime=1395, executionTime=0, waitingTime=1315, serverZone=3}]
[CityServiceResult{result=124, methodName='getNumberOfCountries', inputQuery='6 53065', clientZone=5, turnaroundTime=1753, executionTime=0, waitingTime=1673, serverZone=5}]
[CityServiceResult{result=52, methodName='getNumberOfCountries', inputQuery='30 49314', clientZone=1, turnaroundTime=1220, executionTime=0, waitingTime=1140, serverZone=1}]
[CityServiceResult{result=46, methodName='getNumberOfCountries', inputQuery='25 65738', clientZone=4, turnaroundTime=609, executionTime=0, waitingTime=529, serverZone=4}]
[CityServiceResult{result=84, methodName='getNumberOfCountries', inputQuery='16 45923', clientZone=2, turnaroundTime=1577, executionTime=0, waitingTime=1497, serverZone=2}]
[CityServiceResult{result=89, methodName='getNumberOfCountries', inputQuery='10 66691', clientZone=5, turnaroundTime=1660, executionTime=0, waitingTime=1580, serverZone=5}]
[CityServiceResult{result=145, methodName='getNumberOfCountries', inputQuery='4 42024', clientZone=3, turnaroundTime=1481, executionTime=0, waitingTime=1401, serverZone=3}]
[CityServiceResult{result=49, methodName='getNumberOfCountries', inputQuery='30 53018', clientZone=1, turnaroundTime=1309, executionTime=0, waitingTime=1229, serverZone=1}]
[CityServiceResult{result=42, methodName='getNumberOfCountries', inputQuery='25 84792', clientZone=4, turnaroundTime=521, executionTime=0, waitingTime=441, serverZone=4}]
[CityServiceResult{result=115, methodName='getNumberOfCountries', inputQuery='10 38752', clientZone=2, turnaroundTime=1659, executionTime=0, waitingTime=1579, serverZone=2}]
[CityServiceResult{result=89, methodName='getNumberOfCountries', inputQuery='10 66691', clientZone=5, turnaroundTime=1749, executionTime=0, waitingTime=1669, serverZone=5}]
[CityServiceResult{result=145, methodName='getNumberOfCountries', inputQuery='4 42024', clientZone=3, turnaroundTime=1571, executionTime=0, waitingTime=1491, serverZone=3}]
[CityServiceResult{result=52, methodName='getNumberOfCountries', inputQuery='30 49314', clientZone=1, turnaroundTime=1311, executionTime=0, waitingTime=1231, serverZone=1}]
[CityServiceResult{result=58, methodName='getNumberOfCountries', inputQuery='27 43151', clientZone=5, turnaroundTime=523, executionTime=0, waitingTime=353, serverZone=4}]
[CityServiceResult{result=139, methodName='getNumberOfCountries', inputQuery='6 35781', clientZone=2, turnaroundTime=1661, executionTime=0, waitingTime=1581, serverZone=2}]
[CityServiceResult{result=69, methodName='getNumberOfCountries', inputQuery='15 68054', clientZone=2, turnaroundTime=1839, executionTime=0, waitingTime=1669, serverZone=5}]
[CityServiceResult{result=71, methodName='getNumberOfCountries', inputQuery='23 39467', clientZone=2, turnaroundTime=611, executionTime=0, waitingTime=441, serverZone=4}]
[CityServiceResult{result=37, methodName='getNumberOfCountries', inputQuery='27 95246', clientZone=3, turnaroundTime=1574, executionTime=0, waitingTime=1494, serverZone=3}]
[CityServiceResult{result=52, methodName='getNumberOfCountries', inputQuery='30 49314', clientZone=1, turnaroundTime=1402, executionTime=0, waitingTime=1322, serverZone=1}]
[CityServiceResult{result=85, methodName='getNumberOfCountries', inputQuery='8 94622', clientZone=2, turnaroundTime=1490, executionTime=0, waitingTime=1410, serverZone=2}]
[CityServiceResult{result=71, methodName='getNumberOfCountries', inputQuery='23 39467', clientZone=2, turnaroundTime=699, executionTime=0, waitingTime=529, serverZone=4}]
[CityServiceResult{result=37, methodName='getNumberOfCountries', inputQuery='27 95246', clientZone=3, turnaroundTime=1662, executionTime=0, waitingTime=1582, serverZone=3}]
[CityServiceResult{result=104, methodName='getNumberOfCountries', inputQuery='26 15820', clientZone=5, turnaroundTime=1750, executionTime=0, waitingTime=1670, serverZone=5}]
[CityServiceResult{result=52, methodName='getNumberOfCountries', inputQuery='30 49314', clientZone=1, turnaroundTime=1490, executionTime=0, waitingTime=1410, serverZone=1}]
[CityServiceResult{result=119, methodName='getNumberOfCountries', inputQuery='24 12797', clientZone=2, turnaroundTime=1492, executionTime=0, waitingTime=1412, serverZone=2}]
[CityServiceResult{result=71, methodName='getNumberOfCountries', inputQuery='23 39467', clientZone=2, turnaroundTime=789, executionTime=0, waitingTime=619, serverZone=4}]
[CityServiceResult{result=37, methodName='getNumberOfCountries', inputQuery='27 95246', clientZone=3, turnaroundTime=1753, executionTime=0, waitingTime=1673, serverZone=3}]
[CityServiceResult{result=42, methodName='getNumberOfCountries', inputQuery='25 79861', clientZone=2, turnaroundTime=1403, executionTime=0, waitingTime=1323, serverZone=2}]
[CityServiceResult{result=57, methodName='getNumberOfCountries', inputQuery='24 54319', clientZone=5, turnaroundTime=1751, executionTime=0, waitingTime=1671, serverZone=5}]
[CityServiceResult{result=152, methodName='getNumberOfCountries', inputQuery='8 17514', clientZone=1, turnaroundTime=1492, executionTime=0, waitingTime=1412, serverZone=1}]
[CityServiceResult{result=65, methodName='getNumberOfCountries', inputQuery='11 94821', clientZone=2, turnaroundTime=1398, executionTime=0, waitingTime=1318, serverZone=2}]
[CityServiceResult{result=80, methodName='getNumberOfCountries', inputQuery='17 47253', clientZone=3, turnaroundTime=1836, executionTime=0, waitingTime=1756, serverZone=3}]
[CityServiceResult{result=68, methodName='getNumberOfCountries', inputQuery='19 52004', clientZone=5, turnaroundTime=794, executionTime=0, waitingTime=624, serverZone=4}]
[CityServiceResult{result=74, methodName='getNumberOfCountries', inputQuery='15 62097', clientZone=5, turnaroundTime=1668, executionTime=0, waitingTime=1588, serverZone=5}]
[CityServiceResult{result=152, methodName='getNumberOfCountries', inputQuery='8 17514', clientZone=1, turnaroundTime=1497, executionTime=0, waitingTime=1417, serverZone=1}]
[CityServiceResult{result=65, methodName='getNumberOfCountries', inputQuery='11 94821', clientZone=2, turnaroundTime=1485, executionTime=0, waitingTime=1405, serverZone=2}]
[CityServiceResult{result=128, methodName='getNumberOfCountries', inputQuery='5 56688', clientZone=3, turnaroundTime=1578, executionTime=0, waitingTime=1498, serverZone=3}]
[CityServiceResult{result=45, methodName='getNumberOfCountries', inputQuery='19 100396', clientZone=2, turnaroundTime=881, executionTime=0, waitingTime=711, serverZone=4}]
[CityServiceResult{result=42, methodName='getNumberOfCountries', inputQuery='30 66759', clientZone=5, turnaroundTime=1671, executionTime=0, waitingTime=1591, serverZone=5}]
[CityServiceResult{result=152, methodName='getNumberOfCountries', inputQuery='8 17514', clientZone=1, turnaroundTime=1586, executionTime=0, waitingTime=1506, serverZone=1}]
[CityServiceResult{result=128, methodName='getNumberOfCountries', inputQuery='5 56688', clientZone=3, turnaroundTime=1661, executionTime=0, waitingTime=1581, serverZone=3}]
[CityServiceResult{result=65, methodName='getNumberOfCountries', inputQuery='11 94821', clientZone=2, turnaroundTime=1484, executionTime=0, waitingTime=1404, serverZone=2}]
[CityServiceResult{result=170, methodName='getNumberOfCountries', inputQuery='1 100600', clientZone=5, turnaroundTime=1484, executionTime=0, waitingTime=1404, serverZone=5}]
[CityServiceResult{result=64, methodName='getNumberOfCountries', inputQuery='24 46552', clientZone=2, turnaroundTime=884, executionTime=0, waitingTime=714, serverZone=4}]
[CityServiceResult{result=40, methodName='getNumberOfCountries', inputQuery='30 75607', clientZone=1, turnaroundTime=1581, executionTime=0, waitingTime=1501, serverZone=1}]
[CityServiceResult{result=47, methodName='getNumberOfCountries', inputQuery='17 105075', clientZone=3, turnaroundTime=1568, executionTime=0, waitingTime=1488, serverZone=3}]
[CityServiceResult{result=93, methodName='getNumberOfCountries', inputQuery='7 89617', clientZone=2, turnaroundTime=1661, executionTime=0, waitingTime=1491, serverZone=5}]
[CityServiceResult{result=64, methodName='getNumberOfCountries', inputQuery='24 46552', clientZone=2, turnaroundTime=970, executionTime=0, waitingTime=800, serverZone=4}]
[CityServiceResult{result=110, methodName='getNumberOfCountries', inputQuery='17 23161', clientZone=5, turnaroundTime=1662, executionTime=0, waitingTime=1492, serverZone=2}]
[CityServiceResult{result=136, methodName='getNumberOfCountries', inputQuery='8 27120', clientZone=1, turnaroundTime=1320, executionTime=0, waitingTime=1240, serverZone=1}]
[CityServiceResult{result=97, methodName='getNumberOfCountries', inputQuery='15 37650', clientZone=3, turnaroundTime=1573, executionTime=0, waitingTime=1493, serverZone=3}]
[CityServiceResult{result=64, methodName='getNumberOfCountries', inputQuery='24 46552', clientZone=2, turnaroundTime=1053, executionTime=0, waitingTime=883, serverZone=4}]
[CityServiceResult{result=33, methodName='getNumberOfCountries', inputQuery='28 103379', clientZone=5, turnaroundTime=1572, executionTime=0, waitingTime=1492, serverZone=5}]
[CityServiceResult{result=65, methodName='getNumberOfCountries', inputQuery='11 94821', clientZone=2, turnaroundTime=1662, executionTime=0, waitingTime=1582, serverZone=2}]
[CityServiceResult{result=43, methodName='getNumberOfCountries', inputQuery='19 106987', clientZone=1, turnaroundTime=1408, executionTime=0, waitingTime=1328, serverZone=1}]
[CityServiceResult{result=64, methodName='getNumberOfCountries', inputQuery='24 46552', clientZone=2, turnaroundTime=1137, executionTime=0, waitingTime=967, serverZone=4}]
[CityServiceResult{result=97, methodName='getNumberOfCountries', inputQuery='15 37650', clientZone=3, turnaroundTime=1663, executionTime=0, waitingTime=1583, serverZone=3}]
[CityServiceResult{result=33, methodName='getNumberOfCountries', inputQuery='28 103379', clientZone=5, turnaroundTime=1661, executionTime=0, waitingTime=1581, serverZone=5}]
[CityServiceResult{result=55, methodName='getNumberOfCountries', inputQuery='13 102361', clientZone=2, turnaroundTime=1750, executionTime=0, waitingTime=1670, serverZone=2}]
[CityServiceResult{result=43, methodName='getNumberOfCountries', inputQuery='22 88777', clientZone=1, turnaroundTime=1236, executionTime=0, waitingTime=1156, serverZone=1}]
[CityServiceResult{result=62, methodName='getNumberOfCountries', inputQuery='17 69231', clientZone=4, turnaroundTime=961, executionTime=0, waitingTime=881, serverZone=4}]
[CityServiceResult{result=33, methodName='getNumberOfCountries', inputQuery='28 103379', clientZone=5, turnaroundTime=1662, executionTime=0, waitingTime=1582, serverZone=5}]
[CityServiceResult{result=130, methodName='getNumberOfCountries', inputQuery='13 20608', clientZone=3, turnaroundTime=1660, executionTime=0, waitingTime=1580, serverZone=3}]
[CityServiceResult{result=48, methodName='getNumberOfCountries', inputQuery='19 84984', clientZone=2, turnaroundTime=1665, executionTime=0, waitingTime=1585, serverZone=2}]
[CityServiceResult{result=75, methodName='getNumberOfCountries', inputQuery='26 31937', clientZone=1, turnaroundTime=1145, executionTime=0, waitingTime=1065, serverZone=1}]
[CityServiceResult{result=49, methodName='getNumberOfCountries', inputQuery='17 97258', clientZone=4, turnaroundTime=958, executionTime=0, waitingTime=878, serverZone=4}]
[CityServiceResult{result=146, methodName='getNumberOfCountries', inputQuery='4 37690', clientZone=5, turnaroundTime=1579, executionTime=0, waitingTime=1499, serverZone=5}]
[CityServiceResult{result=46, methodName='getNumberOfCountries', inputQuery='25 65738', clientZone=4, turnaroundTime=1749, executionTime=0, waitingTime=1579, serverZone=3}]
[CityServiceResult{result=75, methodName='getNumberOfCountries', inputQuery='26 31937', clientZone=1, turnaroundTime=1232, executionTime=0, waitingTime=1152, serverZone=1}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='25 30541', clientZone=2, turnaroundTime=1666, executionTime=0, waitingTime=1586, serverZone=2}]
[CityServiceResult{result=49, methodName='getNumberOfCountries', inputQuery='17 97258', clientZone=4, turnaroundTime=1047, executionTime=0, waitingTime=967, serverZone=4}]
[CityServiceResult{result=42, methodName='getNumberOfCountries', inputQuery='24 82650', clientZone=3, turnaroundTime=1324, executionTime=0, waitingTime=1244, serverZone=3}]
[CityServiceResult{result=70, methodName='getNumberOfCountries', inputQuery='15 67185', clientZone=5, turnaroundTime=1665, executionTime=0, waitingTime=1585, serverZone=5}]
[CityServiceResult{result=64, methodName='getNumberOfCountries', inputQuery='19 56735', clientZone=1, turnaroundTime=1231, executionTime=0, waitingTime=1151, serverZone=1}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='25 30541', clientZone=2, turnaroundTime=1755, executionTime=0, waitingTime=1675, serverZone=2}]
[CityServiceResult{result=49, methodName='getNumberOfCountries', inputQuery='17 97258', clientZone=4, turnaroundTime=1135, executionTime=0, waitingTime=1055, serverZone=4}]
[CityServiceResult{result=70, methodName='getNumberOfCountries', inputQuery='15 67185', clientZone=5, turnaroundTime=1671, executionTime=0, waitingTime=1591, serverZone=5}]
[CityServiceResult{result=48, methodName='getNumberOfCountries', inputQuery='23 70658', clientZone=1, turnaroundTime=1236, executionTime=0, waitingTime=1156, serverZone=1}]
[CityServiceResult{result=78, methodName='getNumberOfCountries', inputQuery='28 26646', clientZone=3, turnaroundTime=1413, executionTime=0, waitingTime=1333, serverZone=3}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='25 30541', clientZone=2, turnaroundTime=1841, executionTime=0, waitingTime=1761, serverZone=2}]
[CityServiceResult{result=49, methodName='getNumberOfCountries', inputQuery='17 97258', clientZone=4, turnaroundTime=1224, executionTime=0, waitingTime=1144, serverZone=4}]
[CityServiceResult{result=68, methodName='getNumberOfCountries', inputQuery='19 52004', clientZone=5, turnaroundTime=1673, executionTime=0, waitingTime=1593, serverZone=5}]
[CityServiceResult{result=51, methodName='getNumberOfCountries', inputQuery='17 84608', clientZone=3, turnaroundTime=1326, executionTime=0, waitingTime=1246, serverZone=3}]
[CityServiceResult{result=71, methodName='getNumberOfCountries', inputQuery='29 31692', clientZone=2, turnaroundTime=1410, executionTime=0, waitingTime=1240, serverZone=1}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='25 30541', clientZone=2, turnaroundTime=1849, executionTime=0, waitingTime=1769, serverZone=2}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='29 26824', clientZone=4, turnaroundTime=1136, executionTime=0, waitingTime=1056, serverZone=4}]
[CityServiceResult{result=63, methodName='getNumberOfCountries', inputQuery='10 109705', clientZone=5, turnaroundTime=1761, executionTime=0, waitingTime=1681, serverZone=5}]
[CityServiceResult{result=63, methodName='getNumberOfCountries', inputQuery='12 93189', clientZone=1, turnaroundTime=1323, executionTime=0, waitingTime=1243, serverZone=1}]
[CityServiceResult{result=51, methodName='getNumberOfCountries', inputQuery='17 84608', clientZone=3, turnaroundTime=1415, executionTime=0, waitingTime=1335, serverZone=3}]
[CityServiceResult{result=67, methodName='getNumberOfCountries', inputQuery='18 58439', clientZone=3, turnaroundTime=1935, executionTime=0, waitingTime=1765, serverZone=2}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='29 26824', clientZone=4, turnaroundTime=1226, executionTime=0, waitingTime=1146, serverZone=4}]
[CityServiceResult{result=74, methodName='getNumberOfCountries', inputQuery='30 28395', clientZone=5, turnaroundTime=1765, executionTime=0, waitingTime=1685, serverZone=5}]
[CityServiceResult{result=170, methodName='getNumberOfCountries', inputQuery='2 28523', clientZone=1, turnaroundTime=1324, executionTime=0, waitingTime=1244, serverZone=1}]
[CityServiceResult{result=67, methodName='getNumberOfCountries', inputQuery='10 102167', clientZone=3, turnaroundTime=1502, executionTime=0, waitingTime=1422, serverZone=3}]
[CityServiceResult{result=71, methodName='getNumberOfCountries', inputQuery='29 31692', clientZone=2, turnaroundTime=1589, executionTime=0, waitingTime=1509, serverZone=2}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='13 69950', clientZone=4, turnaroundTime=1225, executionTime=0, waitingTime=1145, serverZone=4}]
[CityServiceResult{result=185, methodName='getNumberOfCountries', inputQuery='2 16629', clientZone=5, turnaroundTime=1759, executionTime=0, waitingTime=1679, serverZone=5}]
[CityServiceResult{result=71, methodName='getNumberOfCountries', inputQuery='29 31692', clientZone=2, turnaroundTime=1676, executionTime=0, waitingTime=1596, serverZone=2}]
[CityServiceResult{result=53, methodName='getNumberOfCountries', inputQuery='28 50419', clientZone=3, turnaroundTime=1411, executionTime=0, waitingTime=1331, serverZone=3}]
[CityServiceResult{result=170, methodName='getNumberOfCountries', inputQuery='2 28523', clientZone=1, turnaroundTime=1412, executionTime=0, waitingTime=1332, serverZone=1}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='13 69950', clientZone=4, turnaroundTime=1231, executionTime=0, waitingTime=1151, serverZone=4}]
[CityServiceResult{result=93, methodName='getNumberOfCountries', inputQuery='7 93023', clientZone=3, turnaroundTime=1410, executionTime=0, waitingTime=1330, serverZone=3}]
[CityServiceResult{result=58, methodName='getNumberOfCountries', inputQuery='26 44798', clientZone=5, turnaroundTime=1764, executionTime=0, waitingTime=1684, serverZone=5}]
[CityServiceResult{result=191, methodName='getNumberOfCountries', inputQuery='1 32102', clientZone=2, turnaroundTime=1323, executionTime=0, waitingTime=1243, serverZone=2}]
[CityServiceResult{result=130, methodName='getNumberOfCountries', inputQuery='11 25507', clientZone=1, turnaroundTime=1229, executionTime=0, waitingTime=1149, serverZone=1}]
[CityServiceResult{result=66, methodName='getNumberOfCountries', inputQuery='13 85083', clientZone=5, turnaroundTime=1584, executionTime=0, waitingTime=1504, serverZone=5}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='13 69950', clientZone=4, turnaroundTime=1319, executionTime=0, waitingTime=1239, serverZone=4}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='29 26824', clientZone=4, turnaroundTime=1502, executionTime=0, waitingTime=1332, serverZone=3}]
[CityServiceResult{result=134, methodName='getNumberOfCountries', inputQuery='3 78358', clientZone=1, turnaroundTime=1238, executionTime=0, waitingTime=1158, serverZone=1}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='12 74690', clientZone=2, turnaroundTime=1323, executionTime=0, waitingTime=1243, serverZone=2}]
[CityServiceResult{result=125, methodName='getNumberOfCountries', inputQuery='5 67749', clientZone=1, turnaroundTime=1672, executionTime=0, waitingTime=1502, serverZone=5}]
